date,throughput,capacity,rolling_avg_3mo,utilization_pct,utilization_variance
2022-05-01,96.62,96.98,96.89666666666666,99.62878944112188,-0.2474737059187362
2022-06-01,95.7,95.71,96.39333333333333,99.98955177097483,0.3607623298529461
2022-07-01,90.78,96.35,94.36666666666667,94.21899325376233,-5.770558517212493
2022-08-01,92.99,92.99,93.15666666666665,100.0,5.781006746237665
2022-09-01,102.23,102.23,95.33333333333333,100.0,0.0
2022-10-01,100.84,100.84,98.68666666666667,100.0,0.0
2022-11-01,95.48,99.69,99.51666666666667,95.7769084160899,-4.223091583910104
2022-12-01,53.69,98.89,83.33666666666666,54.29264839720902,-41.484260018880875
2023-01-01,87.06,92.97,78.74333333333334,93.6431106808648,39.35046228365577
2023-02-01,92.68,92.97,77.81,99.68807142088846,6.044960740023669
2023-03-01,93.52000000000001,93.64,91.08666666666666,99.87184963690731,0.18377821601885103
2023-04-01,94.67999999999999,94.67,93.62666666666667,100.01056300834476,0.1387133714374471
2023-05-01,94.50999999999999,94.52,94.23666666666666,99.98942022852306,-0.02114277982170165
2023-06-01,95.86,95.87,95.01666666666667,99.98956920830291,0.00014897977985128819
2023-07-01,95.07,95.07,95.14666666666666,100.0,0.010430791697089603
2023-08-01,95.03999999999999,95.04,95.32333333333332,99.99999999999999,-1.4210854715202004e-14
2023-09-01,96.08,96.09,95.39666666666665,99.98959308981163,-0.010406910188351048
2023-10-01,96.38,96.38,95.83333333333333,100.0,0.01040691018836526
2023-11-01,97.61,97.61,96.69,100.0,0.0
2023-12-01,98.91,98.91,97.63333333333333,100.0,0.0
2024-01-01,101.64,101.75,99.38666666666666,99.89189189189189,-0.10810810810811233
2024-02-01,100.03,100.02,100.19333333333333,100.00999800039993,0.11810610850804437
2024-03-01,101.88,101.88,101.18333333333334,100.0,-0.009998000399932039
2024-04-01,100.94,100.94,100.95,100.0,0.0
2024-05-01,96.15,96.15,99.65666666666668,100.0,0.0
2024-06-01,97.85,98.1,98.31333333333333,99.74515800203874,-0.2548419979612646
2024-07-01,98.8,98.89,97.60000000000001,99.90898978663161,0.1638317845928725
2024-08-01,96.45,99.05,97.7,97.37506309944473,-2.5339266871868773
2024-09-01,100.12,100.12,98.45666666666666,100.0,2.6249369005552694
2024-10-01,98.69,98.89,98.42,99.79775508140357,-0.2022449185964348
2024-11-01,99.06,99.06,99.29,100.0,0.2022449185964348
2024-12-01,98.87,98.87,98.87333333333333,100.0,0.0
2025-01-01,100.02,102.23,99.31666666666666,97.83820796243762,-2.1617920375623783
2025-02-01,97.99,101.91,98.96,96.15346874693357,-1.6847392155040524
2025-03-01,95.12,101.59,97.71,93.63126291957869,-2.522205827354881
2025-04-01,70.86,99.21,87.99000000000001,71.42425158754159,-22.207011332037098
2025-05-01,92.11,92.11,86.03000000000002,100.0,28.57574841245841
2025-06-01,93.32,95.55,85.42999999999999,97.66614338042909,-2.333856619570909
2025-07-01,93.22,93.22,92.88333333333333,100.0,2.333856619570909
2025-08-01,93.63,93.64,93.38999999999999,99.9893208030756,-0.010679196924400003
2025-09-01,93.55999999999999,93.56,93.46999999999998,99.99999999999999,0.010679196924385792
2025-10-01,93.36,93.36,93.51666666666665,100.0,1.4210854715202004e-14
2025-11-01,94.22,94.22,93.71333333333332,100.0,0.0
2025-12-01,98.7,98.7,95.42666666666666,100.0,0.0
2026-01-01,95.41,95.41,96.11,100.0,0.0
2026-02-01,96.79,96.79,96.96666666666665,100.0,0.0
2026-03-01,99.44,99.44,97.21333333333332,100.0,0.0
